contrast,estimate,SE,df,t.ratio,p.value
ALL B700 A_Wet - ALL G3200 B_Dry,0.21506445881517552,NA,1051,NA,NA
ALL B700 A_Wet - ANT G3200 B_Dry,-0.8260997804400602,NA,1051,NA,NA
ALL B700 A_Wet - CN1 G3200 B_Dry,-0.17386036524904608,NA,1051,NA,NA
ALL B700 A_Wet - VER G3200 B_Dry,-0.14196734931722918,NA,1051,NA,NA
ALL B700 A_Wet - ALL H3700 B_Dry,0.19681203395511523,NA,1051,NA,NA
ALL B700 A_Wet - ANT H3700 B_Dry,-0.8443522053001205,NA,1051,NA,NA
ALL B700 A_Wet - CN1 H3700 B_Dry,-0.21487494748136954,NA,1051,NA,NA
ALL B700 A_Wet - VER H3700 B_Dry,-0.14225286424543046,NA,1051,NA,NA
ANT B700 A_Wet - CN1 B700 A_Wet,0.005776674758799309,NA,1051,NA,NA
ANT B700 A_Wet - VER B700 A_Wet,0.04422619532323119,NA,1051,NA,NA
ANT B700 A_Wet - ALL C1200 A_Wet,0.035327423223648714,NA,1051,NA,NA
ANT B700 A_Wet - ANT C1200 A_Wet,-0.05282314998728219,NA,1051,NA,NA
ANT B700 A_Wet - CN1 C1200 A_Wet,-0.029901936017613658,NA,1051,NA,NA
ANT B700 A_Wet - VER C1200 A_Wet,0.02872644602264871,NA,1051,NA,NA
ANT B700 A_Wet - ALL D1700 A_Wet,0.015637211728736715,NA,1051,NA,NA
ANT B700 A_Wet - ANT D1700 A_Wet,-0.01071903549274312,NA,1051,NA,NA
ANT B700 A_Wet - CN1 D1700 A_Wet,-0.02764377497651524,NA,1051,NA,NA
ANT B700 A_Wet - VER D1700 A_Wet,0.029101881968782564,NA,1051,NA,NA
ANT B700 A_Wet - ALL E2200 A_Wet,0.019569360519212833,NA,1051,NA,NA
ANT B700 A_Wet - ANT E2200 A_Wet,-0.019055996358880608,NA,1051,NA,NA
ANT B700 A_Wet - CN1 E2200 A_Wet,-0.05050357499639048,NA,1051,NA,NA
ANT B700 A_Wet - VER E2200 A_Wet,-0.0695221113364406,NA,1051,NA,NA
ANT B700 A_Wet - ALL F2700 A_Wet,0.028723036778672092,NA,1051,NA,NA
ANT B700 A_Wet - ANT F2700 A_Wet,-0.06039356188297678,NA,1051,NA,NA
ANT B700 A_Wet - CN1 F2700 A_Wet,-0.022725342378396747,NA,1051,NA,NA
ANT B700 A_Wet - VER F2700 A_Wet,0.02089021342718938,NA,1051,NA,NA
ANT B700 A_Wet - ALL G3200 A_Wet,0.37456530309455366,NA,1051,NA,NA
ANT B700 A_Wet - ANT G3200 A_Wet,-0.666598936160682,NA,1051,NA,NA
ANT B700 A_Wet - CN1 G3200 A_Wet,-0.014359520969667925,NA,1051,NA,NA
ANT B700 A_Wet - VER G3200 A_Wet,0.01753349496214897,NA,1051,NA,NA
ANT B700 A_Wet - ALL H3700 A_Wet,0.3697700556541654,NA,1051,NA,NA
ANT B700 A_Wet - ANT H3700 A_Wet,-0.6713941836010703,NA,1051,NA,NA
ANT B700 A_Wet - CN1 H3700 A_Wet,-0.04191692578231938,NA,1051,NA,NA
ANT B700 A_Wet - VER H3700 A_Wet,0.030705157453619694,NA,1051,NA,NA
ANT B700 A_Wet - ALL A200 B_Dry,0.06449365757750557,NA,1051,NA,NA
ANT B700 A_Wet - ANT A200 B_Dry,0.023329418322269903,NA,1051,NA,NA
ANT B700 A_Wet - CN1 A200 B_Dry,-0.001323650709841731,NA,1051,NA,NA
ANT B700 A_Wet - VER A200 B_Dry,0.0704009757186324,NA,1051,NA,NA
ANT B700 A_Wet - ALL B700 B_Dry,0.04505924783485226,NA,1051,NA,NA
ANT B700 A_Wet - ANT B700 B_Dry,0.01386072206765221,NA,1051,NA,NA
ANT B700 A_Wet - CN1 B700 B_Dry,0.01963739682645152,NA,1051,NA,NA
ANT B700 A_Wet - VER B700 B_Dry,0.0580869173908834,NA,1051,NA,NA
ANT B700 A_Wet - ALL C1200 B_Dry,0.05194601680534812,NA,1051,NA,NA
ANT B700 A_Wet - ANT C1200 B_Dry,-0.03620455640558279,NA,1051,NA,NA
ANT B700 A_Wet - CN1 C1200 B_Dry,-0.013283342435914254,NA,1051,NA,NA
ANT B700 A_Wet - VER C1200 B_Dry,0.04534503960434812,NA,1051,NA,NA
ANT B700 A_Wet - ALL D1700 B_Dry,0.04265014725171119,NA,1051,NA,NA
ANT B700 A_Wet - ANT D1700 B_Dry,0.01629390003023136,NA,1051,NA,NA
ANT B700 A_Wet - CN1 D1700 B_Dry,-6.308394535407629e-4,NA,1051,NA,NA
ANT B700 A_Wet - VER D1700 B_Dry,0.05611481749175704,NA,1051,NA,NA
ANT B700 A_Wet - ALL E2200 B_Dry,-0.0019259431383795759,NA,1051,NA,NA
ANT B700 A_Wet - ANT E2200 B_Dry,-0.040551300016473016,NA,1051,NA,NA
ANT B700 A_Wet - CN1 E2200 B_Dry,-0.07199887865398288,NA,1051,NA,NA
ANT B700 A_Wet - VER E2200 B_Dry,-0.091017414994033,NA,1051,NA,NA
ANT B700 A_Wet - ALL F2700 B_Dry,0.04687836061109783,NA,1051,NA,NA
ANT B700 A_Wet - ANT F2700 B_Dry,-0.04223823805055104,NA,1051,NA,NA
ANT B700 A_Wet - CN1 F2700 B_Dry,-0.004570018545971003,NA,1051,NA,NA
ANT B700 A_Wet - VER F2700 B_Dry,0.039045537259615126,NA,1051,NA,NA
ANT B700 A_Wet - ALL G3200 B_Dry,0.24626298458237558,NA,1051,NA,NA
ANT B700 A_Wet - ANT G3200 B_Dry,-0.7949012546728601,NA,1051,NA,NA
ANT B700 A_Wet - CN1 G3200 B_Dry,-0.14266183948184602,NA,1051,NA,NA
ANT B700 A_Wet - VER G3200 B_Dry,-0.11076882355002914,NA,1051,NA,NA
ANT B700 A_Wet - ALL H3700 B_Dry,0.2280105597223153,NA,1051,NA,NA
ANT B700 A_Wet - ANT H3700 B_Dry,-0.8131536795329204,NA,1051,NA,NA
ANT B700 A_Wet - CN1 H3700 B_Dry,-0.18367642171416948,NA,1051,NA,NA
ANT B700 A_Wet - VER H3700 B_Dry,-0.11105433847823042,NA,1051,NA,NA
CN1 B700 A_Wet - VER B700 A_Wet,0.03844952056443188,NA,1051,NA,NA
CN1 B700 A_Wet - ALL C1200 A_Wet,0.029550748464849407,NA,1051,NA,NA
CN1 B700 A_Wet - ANT C1200 A_Wet,-0.0585998247460815,NA,1051,NA,NA
CN1 B700 A_Wet - CN1 C1200 A_Wet,-0.03567861077641297,NA,1051,NA,NA
CN1 B700 A_Wet - VER C1200 A_Wet,0.0229497712638494,NA,1051,NA,NA
CN1 B700 A_Wet - ALL D1700 A_Wet,0.009860536969937404,NA,1051,NA,NA
CN1 B700 A_Wet - ANT D1700 A_Wet,-0.01649571025154243,NA,1051,NA,NA
CN1 B700 A_Wet - CN1 D1700 A_Wet,-0.03342044973531455,NA,1051,NA,NA
CN1 B700 A_Wet - VER D1700 A_Wet,0.023325207209983254,NA,1051,NA,NA
CN1 B700 A_Wet - ALL E2200 A_Wet,0.013792685760413523,NA,1051,NA,NA
CN1 B700 A_Wet - ANT E2200 A_Wet,-0.02483267111767992,NA,1051,NA,NA
CN1 B700 A_Wet - CN1 E2200 A_Wet,-0.05628024975518978,NA,1051,NA,NA
CN1 B700 A_Wet - VER E2200 A_Wet,-0.0752987860952399,NA,1051,NA,NA
CN1 B700 A_Wet - ALL F2700 A_Wet,0.022946362019872782,NA,1051,NA,NA
CN1 B700 A_Wet - ANT F2700 A_Wet,-0.0661702366417761,NA,1051,NA,NA
CN1 B700 A_Wet - CN1 F2700 A_Wet,-0.028502017137196058,NA,1051,NA,NA
CN1 B700 A_Wet - VER F2700 A_Wet,0.01511353866839007,NA,1051,NA,NA
CN1 B700 A_Wet - ALL G3200 A_Wet,0.3687886283357544,NA,1051,NA,NA
CN1 B700 A_Wet - ANT G3200 A_Wet,-0.6723756109194813,NA,1051,NA,NA
CN1 B700 A_Wet - CN1 G3200 A_Wet,-0.020136195728467234,NA,1051,NA,NA
CN1 B700 A_Wet - VER G3200 A_Wet,0.011756820203349658,NA,1051,NA,NA
CN1 B700 A_Wet - ALL H3700 A_Wet,0.3639933808953661,NA,1051,NA,NA
CN1 B700 A_Wet - ANT H3700 A_Wet,-0.6771708583598696,NA,1051,NA,NA
CN1 B700 A_Wet - CN1 H3700 A_Wet,-0.04769360054111869,NA,1051,NA,NA
CN1 B700 A_Wet - VER H3700 A_Wet,0.024928482694820384,NA,1051,NA,NA
CN1 B700 A_Wet - ALL A200 B_Dry,0.05871698281870626,NA,1051,NA,NA
CN1 B700 A_Wet - ANT A200 B_Dry,0.017552743563470592,NA,1051,NA,NA
CN1 B700 A_Wet - CN1 A200 B_Dry,-0.00710032546864104,NA,1051,NA,NA
CN1 B700 A_Wet - VER A200 B_Dry,0.06462430095983308,NA,1051,NA,NA
CN1 B700 A_Wet - ALL B700 B_Dry,0.03928257307605295,NA,1051,NA,NA
CN1 B700 A_Wet - ANT B700 B_Dry,0.0080840473088529,NA,1051,NA,NA
CN1 B700 A_Wet - CN1 B700 B_Dry,0.01386072206765221,NA,1051,NA,NA
CN1 B700 A_Wet - VER B700 B_Dry,0.052310242632084086,NA,1051,NA,NA
CN1 B700 A_Wet - ALL C1200 B_Dry,0.046169342046548816,NA,1051,NA,NA
CN1 B700 A_Wet - ANT C1200 B_Dry,-0.04198123116438209,NA,1051,NA,NA
CN1 B700 A_Wet - CN1 C1200 B_Dry,-0.019060017194713563,NA,1051,NA,NA
CN1 B700 A_Wet - VER C1200 B_Dry,0.039568364845548806,NA,1051,NA,NA
CN1 B700 A_Wet - ALL D1700 B_Dry,0.03687347249291188,NA,1051,NA,NA
CN1 B700 A_Wet - ANT D1700 B_Dry,0.010517225271432049,NA,1051,NA,NA
CN1 B700 A_Wet - CN1 D1700 B_Dry,-0.006407514212340072,NA,1051,NA,NA
CN1 B700 A_Wet - VER D1700 B_Dry,0.05033814273295773,NA,1051,NA,NA
CN1 B700 A_Wet - ALL E2200 B_Dry,-0.007702617897178885,NA,1051,NA,NA
CN1 B700 A_Wet - ANT E2200 B_Dry,-0.046327974775272326,NA,1051,NA,NA
CN1 B700 A_Wet - CN1 E2200 B_Dry,-0.0777755534127822,NA,1051,NA,NA
CN1 B700 A_Wet - VER E2200 B_Dry,-0.09679408975283231,NA,1051,NA,NA
CN1 B700 A_Wet - ALL F2700 B_Dry,0.04110168585229853,NA,1051,NA,NA
CN1 B700 A_Wet - ANT F2700 B_Dry,-0.048014912809350344,NA,1051,NA,NA
CN1 B700 A_Wet - CN1 F2700 B_Dry,-0.010346693304770312,NA,1051,NA,NA
CN1 B700 A_Wet - VER F2700 B_Dry,0.033268862500815816,NA,1051,NA,NA
CN1 B700 A_Wet - ALL G3200 B_Dry,0.24048630982357627,NA,1051,NA,NA
CN1 B700 A_Wet - ANT G3200 B_Dry,-0.8006779294316594,NA,1051,NA,NA
CN1 B700 A_Wet - CN1 G3200 B_Dry,-0.14843851424064533,NA,1051,NA,NA
CN1 B700 A_Wet - VER G3200 B_Dry,-0.11654549830882845,NA,1051,NA,NA
CN1 B700 A_Wet - ALL H3700 B_Dry,0.22223388496351598,NA,1051,NA,NA
CN1 B700 A_Wet - ANT H3700 B_Dry,-0.8189303542917197,NA,1051,NA,NA
CN1 B700 A_Wet - CN1 H3700 B_Dry,-0.1894530964729688,NA,1051,NA,NA
CN1 B700 A_Wet - VER H3700 B_Dry,-0.11683101323702973,NA,1051,NA,NA
VER B700 A_Wet - ALL C1200 A_Wet,-0.008898772099582473,NA,1051,NA,NA
VER B700 A_Wet - ANT C1200 A_Wet,-0.09704934531051337,NA,1051,NA,NA
VER B700 A_Wet - CN1 C1200 A_Wet,-0.07412813134084485,NA,1051,NA,NA
VER B700 A_Wet - VER C1200 A_Wet,-0.01549974930058248,NA,1051,NA,NA
VER B700 A_Wet - ALL D1700 A_Wet,-0.028588983594494476,NA,1051,NA,NA
VER B700 A_Wet - ANT D1700 A_Wet,-0.05494523081597431,NA,1051,NA,NA
VER B700 A_Wet - CN1 D1700 A_Wet,-0.07186997029974643,NA,1051,NA,NA
VER B700 A_Wet - VER D1700 A_Wet,-0.015124313354448627,NA,1051,NA,NA
VER B700 A_Wet - ALL E2200 A_Wet,-0.024656834804018358,NA,1051,NA,NA
VER B700 A_Wet - ANT E2200 A_Wet,-0.0632821916821118,NA,1051,NA,NA
VER B700 A_Wet - CN1 E2200 A_Wet,-0.09472977031962167,NA,1051,NA,NA
VER B700 A_Wet - VER E2200 A_Wet,-0.11374830665967178,NA,1051,NA,NA
VER B700 A_Wet - ALL F2700 A_Wet,-0.015503158544559099,NA,1051,NA,NA
VER B700 A_Wet - ANT F2700 A_Wet,-0.10461975720620798,NA,1051,NA,NA
VER B700 A_Wet - CN1 F2700 A_Wet,-0.06695153770162794,NA,1051,NA,NA
VER B700 A_Wet - VER F2700 A_Wet,-0.02333598189604181,NA,1051,NA,NA
VER B700 A_Wet - ALL G3200 A_Wet,0.33033910777132247,NA,1051,NA,NA
VER B700 A_Wet - ANT G3200 A_Wet,-0.7108251314839131,NA,1051,NA,NA
VER B700 A_Wet - CN1 G3200 A_Wet,-0.05858571629289911,NA,1051,NA,NA
VER B700 A_Wet - VER G3200 A_Wet,-0.026692700361082223,NA,1051,NA,NA
VER B700 A_Wet - ALL H3700 A_Wet,0.3255438603309342,NA,1051,NA,NA
VER B700 A_Wet - ANT H3700 A_Wet,-0.7156203789243014,NA,1051,NA,NA
VER B700 A_Wet - CN1 H3700 A_Wet,-0.08614312110555057,NA,1051,NA,NA
VER B700 A_Wet - VER H3700 A_Wet,-0.013521037869611497,NA,1051,NA,NA
VER B700 A_Wet - ALL A200 B_Dry,0.020267462254274383,NA,1051,NA,NA
VER B700 A_Wet - ANT A200 B_Dry,-0.02089677700096129,NA,1051,NA,NA
VER B700 A_Wet - CN1 A200 B_Dry,-0.04554984603307292,NA,1051,NA,NA
VER B700 A_Wet - VER A200 B_Dry,0.026174780395401203,NA,1051,NA,NA
VER B700 A_Wet - ALL B700 B_Dry,8.330525116210705e-4,NA,1051,NA,NA
VER B700 A_Wet - ANT B700 B_Dry,-0.03036547325557898,NA,1051,NA,NA
VER B700 A_Wet - CN1 B700 B_Dry,-0.02458879849677967,NA,1051,NA,NA
VER B700 A_Wet - VER B700 B_Dry,0.01386072206765221,NA,1051,NA,NA
VER B700 A_Wet - ALL C1200 B_Dry,0.007719821482116933,NA,1051,NA,NA
VER B700 A_Wet - ANT C1200 B_Dry,-0.08043075172881398,NA,1051,NA,NA
VER B700 A_Wet - CN1 C1200 B_Dry,-0.05750953775914544,NA,1051,NA,NA
VER B700 A_Wet - VER C1200 B_Dry,0.0011188442811169252,NA,1051,NA,NA
VER B700 A_Wet - ALL D1700 B_Dry,-0.001576048071519997,NA,1051,NA,NA
VER B700 A_Wet - ANT D1700 B_Dry,-0.027932295292999832,NA,1051,NA,NA
VER B700 A_Wet - CN1 D1700 B_Dry,-0.04485703477677195,NA,1051,NA,NA
VER B700 A_Wet - VER D1700 B_Dry,0.011888622168525853,NA,1051,NA,NA
VER B700 A_Wet - ALL E2200 B_Dry,-0.046152138461610766,NA,1051,NA,NA
VER B700 A_Wet - ANT E2200 B_Dry,-0.0847774953397042,NA,1051,NA,NA
VER B700 A_Wet - CN1 E2200 B_Dry,-0.11622507397721407,NA,1051,NA,NA
VER B700 A_Wet - VER E2200 B_Dry,-0.13524361031726417,NA,1051,NA,NA
VER B700 A_Wet - ALL F2700 B_Dry,0.0026521652878666465,NA,1051,NA,NA
VER B700 A_Wet - ANT F2700 B_Dry,-0.08646443337378222,NA,1051,NA,NA
VER B700 A_Wet - CN1 F2700 B_Dry,-0.048796213869202194,NA,1051,NA,NA
VER B700 A_Wet - VER F2700 B_Dry,-0.005180658063616065,NA,1051,NA,NA
VER B700 A_Wet - ALL G3200 B_Dry,0.2020367892591444,NA,1051,NA,NA
VER B700 A_Wet - ANT G3200 B_Dry,-0.8391274499960912,NA,1051,NA,NA
VER B700 A_Wet - CN1 G3200 B_Dry,-0.1868880348050772,NA,1051,NA,NA
VER B700 A_Wet - VER G3200 B_Dry,-0.15499501887326034,NA,1051,NA,NA
VER B700 A_Wet - ALL H3700 B_Dry,0.1837843643990841,NA,1051,NA,NA
VER B700 A_Wet - ANT H3700 B_Dry,-0.8573798748561515,NA,1051,NA,NA
VER B700 A_Wet - CN1 H3700 B_Dry,-0.22790261703740067,NA,1051,NA,NA
VER B700 A_Wet - VER H3700 B_Dry,-0.15528053380146162,NA,1051,NA,NA
ALL C1200 A_Wet - ANT C1200 A_Wet,-0.08815057321093091,NA,1051,NA,NA
ALL C1200 A_Wet - CN1 C1200 A_Wet,-0.06522935924126237,NA,1051,NA,NA
ALL C1200 A_Wet - VER C1200 A_Wet,-0.0066009772010000075,NA,1051,NA,NA
ALL C1200 A_Wet - ALL D1700 A_Wet,-0.019690211494912003,NA,1051,NA,NA
ALL C1200 A_Wet - ANT D1700 A_Wet,-0.04604645871639183,NA,1051,NA,NA
ALL C1200 A_Wet - CN1 D1700 A_Wet,-0.06297119820016396,NA,1051,NA,NA
ALL C1200 A_Wet - VER D1700 A_Wet,-0.006225541254866154,NA,1051,NA,NA
ALL C1200 A_Wet - ALL E2200 A_Wet,-0.015758062704435884,NA,1051,NA,NA
ALL C1200 A_Wet - ANT E2200 A_Wet,-0.054383419582529326,NA,1051,NA,NA
ALL C1200 A_Wet - CN1 E2200 A_Wet,-0.08583099822003919,NA,1051,NA,NA
ALL C1200 A_Wet - VER E2200 A_Wet,-0.1048495345600893,NA,1051,NA,NA
ALL C1200 A_Wet - ALL F2700 A_Wet,-0.006604386444976625,NA,1051,NA,NA
ALL C1200 A_Wet - ANT F2700 A_Wet,-0.0957209851066255,NA,1051,NA,NA
ALL C1200 A_Wet - CN1 F2700 A_Wet,-0.05805276560204546,NA,1051,NA,NA
ALL C1200 A_Wet - VER F2700 A_Wet,-0.014437209796459337,NA,1051,NA,NA
ALL C1200 A_Wet - ALL G3200 A_Wet,0.339237879870905,NA,1051,NA,NA
ALL C1200 A_Wet - ANT G3200 A_Wet,-0.7019263593843307,NA,1051,NA,NA
ALL C1200 A_Wet - CN1 G3200 A_Wet,-0.04968694419331664,NA,1051,NA,NA
ALL C1200 A_Wet - VER G3200 A_Wet,-0.01779392826149975,NA,1051,NA,NA
ALL C1200 A_Wet - ALL H3700 A_Wet,0.3344426324305167,NA,1051,NA,NA
ALL C1200 A_Wet - ANT H3700 A_Wet,-0.706721606824719,NA,1051,NA,NA
ALL C1200 A_Wet - CN1 H3700 A_Wet,-0.07724434900596809,NA,1051,NA,NA
ALL C1200 A_Wet - VER H3700 A_Wet,-0.004622265770029024,NA,1051,NA,NA
ALL C1200 A_Wet - ALL A200 B_Dry,0.029166234353856856,NA,1051,NA,NA
ALL C1200 A_Wet - ANT A200 B_Dry,-0.011998004901378815,NA,1051,NA,NA
ALL C1200 A_Wet - CN1 A200 B_Dry,-0.036651073933490444,NA,1051,NA,NA
ALL C1200 A_Wet - VER A200 B_Dry,0.03507355249498368,NA,1051,NA,NA
ALL C1200 A_Wet - ALL B700 B_Dry,0.009731824611203543,NA,1051,NA,NA
ALL C1200 A_Wet - ANT B700 B_Dry,-0.021466701155996505,NA,1051,NA,NA
ALL C1200 A_Wet - CN1 B700 B_Dry,-0.015690026397197198,NA,1051,NA,NA
ALL C1200 A_Wet - VER B700 B_Dry,0.022759494167234683,NA,1051,NA,NA
ALL C1200 A_Wet - ALL C1200 B_Dry,0.016618593581699405,NA,1051,NA,NA
ALL C1200 A_Wet - ANT C1200 B_Dry,-0.0715319796292315,NA,1051,NA,NA
ALL C1200 A_Wet - CN1 C1200 B_Dry,-0.04861076565956297,NA,1051,NA,NA
ALL C1200 A_Wet - VER C1200 B_Dry,0.010017616380699397,NA,1051,NA,NA
ALL C1200 A_Wet - ALL D1700 B_Dry,0.007322724028062475,NA,1051,NA,NA
ALL C1200 A_Wet - ANT D1700 B_Dry,-0.01903352319341736,NA,1051,NA,NA
ALL C1200 A_Wet - CN1 D1700 B_Dry,-0.035958262677189476,NA,1051,NA,NA
ALL C1200 A_Wet - VER D1700 B_Dry,0.020787394268108324,NA,1051,NA,NA
ALL C1200 A_Wet - ALL E2200 B_Dry,-0.03725336636202829,NA,1051,NA,NA
ALL C1200 A_Wet - ANT E2200 B_Dry,-0.07587872324012174,NA,1051,NA,NA
ALL C1200 A_Wet - CN1 E2200 B_Dry,-0.1073263018776316,NA,1051,NA,NA
ALL C1200 A_Wet - VER E2200 B_Dry,-0.12634483821768172,NA,1051,NA,NA
ALL C1200 A_Wet - ALL F2700 B_Dry,0.011550937387449119,NA,1051,NA,NA
ALL C1200 A_Wet - ANT F2700 B_Dry,-0.07756566127419975,NA,1051,NA,NA
ALL C1200 A_Wet - CN1 F2700 B_Dry,-0.03989744176961972,NA,1051,NA,NA
ALL C1200 A_Wet - VER F2700 B_Dry,0.003718114035966407,NA,1051,NA,NA
ALL C1200 A_Wet - ALL G3200 B_Dry,0.21093556135872685,NA,1051,NA,NA
ALL C1200 A_Wet - ANT G3200 B_Dry,-0.8302286778965088,NA,1051,NA,NA
ALL C1200 A_Wet - CN1 G3200 B_Dry,-0.17798926270549476,NA,1051,NA,NA
ALL C1200 A_Wet - VER G3200 B_Dry,-0.14609624677367786,NA,1051,NA,NA
ALL C1200 A_Wet - ALL H3700 B_Dry,0.19268313649866656,NA,1051,NA,NA
ALL C1200 A_Wet - ANT H3700 B_Dry,-0.8484811027565691,NA,1051,NA,NA
ALL C1200 A_Wet - CN1 H3700 B_Dry,-0.21900384493781822,NA,1051,NA,NA
ALL C1200 A_Wet - VER H3700 B_Dry,-0.14638176170187914,NA,1051,NA,NA
ANT C1200 A_Wet - CN1 C1200 A_Wet,0.022921213969668532,NA,1051,NA,NA
ANT C1200 A_Wet - VER C1200 A_Wet,0.0815495960099309,NA,1051,NA,NA
ANT C1200 A_Wet - ALL D1700 A_Wet,0.06846036171601891,NA,1051,NA,NA
ANT C1200 A_Wet - ANT D1700 A_Wet,0.042104114494539074,NA,1051,NA,NA
ANT C1200 A_Wet - CN1 D1700 A_Wet,0.02517937501076695,NA,1051,NA,NA
ANT C1200 A_Wet - VER D1700 A_Wet,0.08192503195606475,NA,1051,NA,NA
ANT C1200 A_Wet - ALL E2200 A_Wet,0.07239251050649502,NA,1051,NA,NA
ANT C1200 A_Wet - ANT E2200 A_Wet,0.03376715362840158,NA,1051,NA,NA
ANT C1200 A_Wet - CN1 E2200 A_Wet,0.0023195749908917146,NA,1051,NA,NA
ANT C1200 A_Wet - VER E2200 A_Wet,-0.0166989613491584,NA,1051,NA,NA
ANT C1200 A_Wet - ALL F2700 A_Wet,0.08154618676595428,NA,1051,NA,NA
ANT C1200 A_Wet - ANT F2700 A_Wet,-0.0075704118956945905,NA,1051,NA,NA
ANT C1200 A_Wet - CN1 F2700 A_Wet,0.030097807608885446,NA,1051,NA,NA
ANT C1200 A_Wet - VER F2700 A_Wet,0.07371336341447157,NA,1051,NA,NA
ANT C1200 A_Wet - ALL G3200 A_Wet,0.4273884530818359,NA,1051,NA,NA
ANT C1200 A_Wet - ANT G3200 A_Wet,-0.6137757861733998,NA,1051,NA,NA
ANT C1200 A_Wet - CN1 G3200 A_Wet,0.03846362901761427,NA,1051,NA,NA
ANT C1200 A_Wet - VER G3200 A_Wet,0.07035664494943115,NA,1051,NA,NA
ANT C1200 A_Wet - ALL H3700 A_Wet,0.4225932056414476,NA,1051,NA,NA
ANT C1200 A_Wet - ANT H3700 A_Wet,-0.6185710336137881,NA,1051,NA,NA
ANT C1200 A_Wet - CN1 H3700 A_Wet,0.010906224204962813,NA,1051,NA,NA
ANT C1200 A_Wet - VER H3700 A_Wet,0.08352830744090188,NA,1051,NA,NA
ANT C1200 A_Wet - ALL A200 B_Dry,0.11731680756478777,NA,1051,NA,NA
ANT C1200 A_Wet - ANT A200 B_Dry,0.0761525683095521,NA,1051,NA,NA
ANT C1200 A_Wet - CN1 A200 B_Dry,0.051499499277440464,NA,1051,NA,NA
ANT C1200 A_Wet - VER A200 B_Dry,0.12322412570591458,NA,1051,NA,NA
ANT C1200 A_Wet - ALL B700 B_Dry,0.09788239782213445,NA,1051,NA,NA
ANT C1200 A_Wet - ANT B700 B_Dry,0.0666838720549344,NA,1051,NA,NA
ANT C1200 A_Wet - CN1 B700 B_Dry,0.0724605468137337,NA,1051,NA,NA
ANT C1200 A_Wet - VER B700 B_Dry,0.11091006737816558,NA,1051,NA,NA
ANT C1200 A_Wet - ALL C1200 B_Dry,0.10476916679263032,NA,1051,NA,NA
ANT C1200 A_Wet - ANT C1200 B_Dry,0.016618593581699405,NA,1051,NA,NA
ANT C1200 A_Wet - CN1 C1200 B_Dry,0.03953980755136794,NA,1051,NA,NA
ANT C1200 A_Wet - VER C1200 B_Dry,0.0981681895916303,NA,1051,NA,NA
ANT C1200 A_Wet - ALL D1700 B_Dry,0.09547329723899338,NA,1051,NA,NA
ANT C1200 A_Wet - ANT D1700 B_Dry,0.06911705001751355,NA,1051,NA,NA
ANT C1200 A_Wet - CN1 D1700 B_Dry,0.05219231053374143,NA,1051,NA,NA
ANT C1200 A_Wet - VER D1700 B_Dry,0.10893796747903924,NA,1051,NA,NA
ANT C1200 A_Wet - ALL E2200 B_Dry,0.050897206848902615,NA,1051,NA,NA
ANT C1200 A_Wet - ANT E2200 B_Dry,0.012271849970809176,NA,1051,NA,NA
ANT C1200 A_Wet - CN1 E2200 B_Dry,-0.019175728666700694,NA,1051,NA,NA
ANT C1200 A_Wet - VER E2200 B_Dry,-0.038194265006750806,NA,1051,NA,NA
ANT C1200 A_Wet - ALL F2700 B_Dry,0.09970151059838003,NA,1051,NA,NA
ANT C1200 A_Wet - ANT F2700 B_Dry,0.010584911936731153,NA,1051,NA,NA
ANT C1200 A_Wet - CN1 F2700 B_Dry,0.04825313144131119,NA,1051,NA,NA
ANT C1200 A_Wet - VER F2700 B_Dry,0.09186868724689731,NA,1051,NA,NA
ANT C1200 A_Wet - ALL G3200 B_Dry,0.29908613456965777,NA,1051,NA,NA
ANT C1200 A_Wet - ANT G3200 B_Dry,-0.7420781046855779,NA,1051,NA,NA
ANT C1200 A_Wet - CN1 G3200 B_Dry,-0.08983868949456383,NA,1051,NA,NA
ANT C1200 A_Wet - VER G3200 B_Dry,-0.05794567356274694,NA,1051,NA,NA
ANT C1200 A_Wet - ALL H3700 B_Dry,0.2808337097095975,NA,1051,NA,NA
ANT C1200 A_Wet - ANT H3700 B_Dry,-0.7603305295456382,NA,1051,NA,NA
ANT C1200 A_Wet - CN1 H3700 B_Dry,-0.1308532717268873,NA,1051,NA,NA
ANT C1200 A_Wet - VER H3700 B_Dry,-0.05823118849094822,NA,1051,NA,NA
CN1 C1200 A_Wet - VER C1200 A_Wet,0.05862838204026237,NA,1051,NA,NA
CN1 C1200 A_Wet - ALL D1700 A_Wet,0.04553914774635037,NA,1051,NA,NA
CN1 C1200 A_Wet - ANT D1700 A_Wet,0.01918290052487054,NA,1051,NA,NA
CN1 C1200 A_Wet - CN1 D1700 A_Wet,0.0022581610410984175,NA,1051,NA,NA
CN1 C1200 A_Wet - VER D1700 A_Wet,0.05900381798639622,NA,1051,NA,NA
CN1 C1200 A_Wet - ALL E2200 A_Wet,0.04947129653682649,NA,1051,NA,NA
CN1 C1200 A_Wet - ANT E2200 A_Wet,0.01084593965873305,NA,1051,NA,NA
CN1 C1200 A_Wet - CN1 E2200 A_Wet,-0.02060163897877682,NA,1051,NA,NA
CN1 C1200 A_Wet - VER E2200 A_Wet,-0.03962017531882693,NA,1051,NA,NA
CN1 C1200 A_Wet - ALL F2700 A_Wet,0.05862497279628575,NA,1051,NA,NA
