contrast,estimate,SE,df,t.ratio,p.value
CN1 C1200 A_Wet - ANT F2700 A_Wet,-0.030491625865363123,NA,1051,NA,NA
CN1 C1200 A_Wet - CN1 F2700 A_Wet,0.007176593639216912,NA,1051,NA,NA
CN1 C1200 A_Wet - VER F2700 A_Wet,0.050792149444803036,NA,1051,NA,NA
CN1 C1200 A_Wet - ALL G3200 A_Wet,0.4044672391121673,NA,1051,NA,NA
CN1 C1200 A_Wet - ANT G3200 A_Wet,-0.6366970001430683,NA,1051,NA,NA
CN1 C1200 A_Wet - CN1 G3200 A_Wet,0.015542415047945735,NA,1051,NA,NA
CN1 C1200 A_Wet - VER G3200 A_Wet,0.047435430979762626,NA,1051,NA,NA
CN1 C1200 A_Wet - ALL H3700 A_Wet,0.399671991671779,NA,1051,NA,NA
CN1 C1200 A_Wet - ANT H3700 A_Wet,-0.6414922475834566,NA,1051,NA,NA
CN1 C1200 A_Wet - CN1 H3700 A_Wet,-0.012014989764705719,NA,1051,NA,NA
CN1 C1200 A_Wet - VER H3700 A_Wet,0.06060709347123335,NA,1051,NA,NA
CN1 C1200 A_Wet - ALL A200 B_Dry,0.09439559359511923,NA,1051,NA,NA
CN1 C1200 A_Wet - ANT A200 B_Dry,0.05323135433988356,NA,1051,NA,NA
CN1 C1200 A_Wet - CN1 A200 B_Dry,0.028578285307771928,NA,1051,NA,NA
CN1 C1200 A_Wet - VER A200 B_Dry,0.10030291173624606,NA,1051,NA,NA
CN1 C1200 A_Wet - ALL B700 B_Dry,0.07496118385246592,NA,1051,NA,NA
CN1 C1200 A_Wet - ANT B700 B_Dry,0.04376265808526587,NA,1051,NA,NA
CN1 C1200 A_Wet - CN1 B700 B_Dry,0.04953933284406518,NA,1051,NA,NA
CN1 C1200 A_Wet - VER B700 B_Dry,0.08798885340849706,NA,1051,NA,NA
CN1 C1200 A_Wet - ALL C1200 B_Dry,0.08184795282296178,NA,1051,NA,NA
CN1 C1200 A_Wet - ANT C1200 B_Dry,-0.006302620387969127,NA,1051,NA,NA
CN1 C1200 A_Wet - CN1 C1200 B_Dry,0.016618593581699405,NA,1051,NA,NA
CN1 C1200 A_Wet - VER C1200 B_Dry,0.07524697562196177,NA,1051,NA,NA
CN1 C1200 A_Wet - ALL D1700 B_Dry,0.07255208326932486,NA,1051,NA,NA
CN1 C1200 A_Wet - ANT D1700 B_Dry,0.04619583604784502,NA,1051,NA,NA
CN1 C1200 A_Wet - CN1 D1700 B_Dry,0.029271096564072896,NA,1051,NA,NA
CN1 C1200 A_Wet - VER D1700 B_Dry,0.0860167535093707,NA,1051,NA,NA
CN1 C1200 A_Wet - ALL E2200 B_Dry,0.027975992879234083,NA,1051,NA,NA
CN1 C1200 A_Wet - ANT E2200 B_Dry,-0.010649363998859357,NA,1051,NA,NA
CN1 C1200 A_Wet - CN1 E2200 B_Dry,-0.042096942636369226,NA,1051,NA,NA
CN1 C1200 A_Wet - VER E2200 B_Dry,-0.061115478976419335,NA,1051,NA,NA
CN1 C1200 A_Wet - ALL F2700 B_Dry,0.0767802966287115,NA,1051,NA,NA
CN1 C1200 A_Wet - ANT F2700 B_Dry,-0.012336302032937379,NA,1051,NA,NA
CN1 C1200 A_Wet - CN1 F2700 B_Dry,0.025331917471642658,NA,1051,NA,NA
CN1 C1200 A_Wet - VER F2700 B_Dry,0.06894747327722878,NA,1051,NA,NA
CN1 C1200 A_Wet - ALL G3200 B_Dry,0.27616492059998926,NA,1051,NA,NA
CN1 C1200 A_Wet - ANT G3200 B_Dry,-0.7649993186552464,NA,1051,NA,NA
CN1 C1200 A_Wet - CN1 G3200 B_Dry,-0.11275990346423237,NA,1051,NA,NA
CN1 C1200 A_Wet - VER G3200 B_Dry,-0.08086688753241547,NA,1051,NA,NA
CN1 C1200 A_Wet - ALL H3700 B_Dry,0.25791249573992897,NA,1051,NA,NA
CN1 C1200 A_Wet - ANT H3700 B_Dry,-0.7832517435153067,NA,1051,NA,NA
CN1 C1200 A_Wet - CN1 H3700 B_Dry,-0.15377448569655583,NA,1051,NA,NA
CN1 C1200 A_Wet - VER H3700 B_Dry,-0.08115240246061675,NA,1051,NA,NA
VER C1200 A_Wet - ALL D1700 A_Wet,-0.013089234293911995,NA,1051,NA,NA
VER C1200 A_Wet - ANT D1700 A_Wet,-0.03944548151539183,NA,1051,NA,NA
VER C1200 A_Wet - CN1 D1700 A_Wet,-0.05637022099916395,NA,1051,NA,NA
VER C1200 A_Wet - VER D1700 A_Wet,3.754359461338539e-4,NA,1051,NA,NA
VER C1200 A_Wet - ALL E2200 A_Wet,-0.009157085503435877,NA,1051,NA,NA
VER C1200 A_Wet - ANT E2200 A_Wet,-0.047782442381529316,NA,1051,NA,NA
VER C1200 A_Wet - CN1 E2200 A_Wet,-0.07923002101903918,NA,1051,NA,NA
VER C1200 A_Wet - VER E2200 A_Wet,-0.0982485573590893,NA,1051,NA,NA
VER C1200 A_Wet - ALL F2700 A_Wet,-3.409243976617779e-6,NA,1051,NA,NA
VER C1200 A_Wet - ANT F2700 A_Wet,-0.08912000790562549,NA,1051,NA,NA
VER C1200 A_Wet - CN1 F2700 A_Wet,-0.05145178840104546,NA,1051,NA,NA
VER C1200 A_Wet - VER F2700 A_Wet,-0.00783623259545933,NA,1051,NA,NA
VER C1200 A_Wet - ALL G3200 A_Wet,0.345838857071905,NA,1051,NA,NA
VER C1200 A_Wet - ANT G3200 A_Wet,-0.6953253821833307,NA,1051,NA,NA
VER C1200 A_Wet - CN1 G3200 A_Wet,-0.043085966992316635,NA,1051,NA,NA
VER C1200 A_Wet - VER G3200 A_Wet,-0.011192951060499742,NA,1051,NA,NA
VER C1200 A_Wet - ALL H3700 A_Wet,0.3410436096315167,NA,1051,NA,NA
VER C1200 A_Wet - ANT H3700 A_Wet,-0.700120629623719,NA,1051,NA,NA
VER C1200 A_Wet - CN1 H3700 A_Wet,-0.07064337180496809,NA,1051,NA,NA
VER C1200 A_Wet - VER H3700 A_Wet,0.001978711430970984,NA,1051,NA,NA
VER C1200 A_Wet - ALL A200 B_Dry,0.03576721155485686,NA,1051,NA,NA
VER C1200 A_Wet - ANT A200 B_Dry,-0.0053970277003788075,NA,1051,NA,NA
VER C1200 A_Wet - CN1 A200 B_Dry,-0.030050096732490438,NA,1051,NA,NA
VER C1200 A_Wet - VER A200 B_Dry,0.04167452969598368,NA,1051,NA,NA
VER C1200 A_Wet - ALL B700 B_Dry,0.016332801812203552,NA,1051,NA,NA
VER C1200 A_Wet - ANT B700 B_Dry,-0.0148657239549965,NA,1051,NA,NA
VER C1200 A_Wet - CN1 B700 B_Dry,-0.00908904919619719,NA,1051,NA,NA
VER C1200 A_Wet - VER B700 B_Dry,0.02936047136823469,NA,1051,NA,NA
VER C1200 A_Wet - ALL C1200 B_Dry,0.023219570782699414,NA,1051,NA,NA
VER C1200 A_Wet - ANT C1200 B_Dry,-0.0649310024282315,NA,1051,NA,NA
VER C1200 A_Wet - CN1 C1200 B_Dry,-0.042009788458562965,NA,1051,NA,NA
VER C1200 A_Wet - VER C1200 B_Dry,0.016618593581699405,NA,1051,NA,NA
VER C1200 A_Wet - ALL D1700 B_Dry,0.013923701229062483,NA,1051,NA,NA
VER C1200 A_Wet - ANT D1700 B_Dry,-0.012432545992417351,NA,1051,NA,NA
VER C1200 A_Wet - CN1 D1700 B_Dry,-0.02935728547618947,NA,1051,NA,NA
VER C1200 A_Wet - VER D1700 B_Dry,0.027388371469108334,NA,1051,NA,NA
VER C1200 A_Wet - ALL E2200 B_Dry,-0.030652389161028283,NA,1051,NA,NA
VER C1200 A_Wet - ANT E2200 B_Dry,-0.06927774603912172,NA,1051,NA,NA
VER C1200 A_Wet - CN1 E2200 B_Dry,-0.10072532467663159,NA,1051,NA,NA
VER C1200 A_Wet - VER E2200 B_Dry,-0.1197438610166817,NA,1051,NA,NA
VER C1200 A_Wet - ALL F2700 B_Dry,0.018151914588449128,NA,1051,NA,NA
VER C1200 A_Wet - ANT F2700 B_Dry,-0.07096468407319975,NA,1051,NA,NA
VER C1200 A_Wet - CN1 F2700 B_Dry,-0.03329646456861971,NA,1051,NA,NA
VER C1200 A_Wet - VER F2700 B_Dry,0.010319091236966414,NA,1051,NA,NA
VER C1200 A_Wet - ALL G3200 B_Dry,0.21753653855972688,NA,1051,NA,NA
VER C1200 A_Wet - ANT G3200 B_Dry,-0.8236277006955088,NA,1051,NA,NA
VER C1200 A_Wet - CN1 G3200 B_Dry,-0.17138828550449473,NA,1051,NA,NA
VER C1200 A_Wet - VER G3200 B_Dry,-0.13949526957267785,NA,1051,NA,NA
VER C1200 A_Wet - ALL H3700 B_Dry,0.1992841136996666,NA,1051,NA,NA
VER C1200 A_Wet - ANT H3700 B_Dry,-0.8418801255555691,NA,1051,NA,NA
VER C1200 A_Wet - CN1 H3700 B_Dry,-0.21240286773681818,NA,1051,NA,NA
VER C1200 A_Wet - VER H3700 B_Dry,-0.13978078450087913,NA,1051,NA,NA
ALL D1700 A_Wet - ANT D1700 A_Wet,-0.026356247221479834,NA,1051,NA,NA
ALL D1700 A_Wet - CN1 D1700 A_Wet,-0.043280986705251955,NA,1051,NA,NA
ALL D1700 A_Wet - VER D1700 A_Wet,0.01346467024004585,NA,1051,NA,NA
ALL D1700 A_Wet - ALL E2200 A_Wet,0.0039321487904761185,NA,1051,NA,NA
ALL D1700 A_Wet - ANT E2200 A_Wet,-0.03469320808761732,NA,1051,NA,NA
ALL D1700 A_Wet - CN1 E2200 A_Wet,-0.06614078672512719,NA,1051,NA,NA
ALL D1700 A_Wet - VER E2200 A_Wet,-0.0851593230651773,NA,1051,NA,NA
ALL D1700 A_Wet - ALL F2700 A_Wet,0.013085825049935378,NA,1051,NA,NA
ALL D1700 A_Wet - ANT F2700 A_Wet,-0.0760307736117135,NA,1051,NA,NA
ALL D1700 A_Wet - CN1 F2700 A_Wet,-0.03836255410713346,NA,1051,NA,NA
ALL D1700 A_Wet - VER F2700 A_Wet,0.005253001698452666,NA,1051,NA,NA
ALL D1700 A_Wet - ALL G3200 A_Wet,0.35892809136581694,NA,1051,NA,NA
ALL D1700 A_Wet - ANT G3200 A_Wet,-0.6822361478894187,NA,1051,NA,NA
ALL D1700 A_Wet - CN1 G3200 A_Wet,-0.029996732698404638,NA,1051,NA,NA
ALL D1700 A_Wet - VER G3200 A_Wet,0.0018962832334122534,NA,1051,NA,NA
ALL D1700 A_Wet - ALL H3700 A_Wet,0.35413284392542865,NA,1051,NA,NA
ALL D1700 A_Wet - ANT H3700 A_Wet,-0.687031395329807,NA,1051,NA,NA
ALL D1700 A_Wet - CN1 H3700 A_Wet,-0.05755413751105609,NA,1051,NA,NA
ALL D1700 A_Wet - VER H3700 A_Wet,0.01506794572488298,NA,1051,NA,NA
ALL D1700 A_Wet - ALL A200 B_Dry,0.04885644584876886,NA,1051,NA,NA
ALL D1700 A_Wet - ANT A200 B_Dry,0.007692206593533188,NA,1051,NA,NA
ALL D1700 A_Wet - CN1 A200 B_Dry,-0.016960862438578445,NA,1051,NA,NA
ALL D1700 A_Wet - VER A200 B_Dry,0.05476376398989568,NA,1051,NA,NA
ALL D1700 A_Wet - ALL B700 B_Dry,0.029422036106115546,NA,1051,NA,NA
ALL D1700 A_Wet - ANT B700 B_Dry,-0.0017764896610845036,NA,1051,NA,NA
ALL D1700 A_Wet - CN1 B700 B_Dry,0.004000185097714805,NA,1051,NA,NA
ALL D1700 A_Wet - VER B700 B_Dry,0.04244970566214668,NA,1051,NA,NA
ALL D1700 A_Wet - ALL C1200 B_Dry,0.03630880507661141,NA,1051,NA,NA
ALL D1700 A_Wet - ANT C1200 B_Dry,-0.051841768134319496,NA,1051,NA,NA
ALL D1700 A_Wet - CN1 C1200 B_Dry,-0.028920554164650968,NA,1051,NA,NA
ALL D1700 A_Wet - VER C1200 B_Dry,0.029707827875611402,NA,1051,NA,NA
ALL D1700 A_Wet - ALL D1700 B_Dry,0.027012935522974478,NA,1051,NA,NA
ALL D1700 A_Wet - ANT D1700 B_Dry,6.566883014946447e-4,NA,1051,NA,NA
ALL D1700 A_Wet - CN1 D1700 B_Dry,-0.016268051182277476,NA,1051,NA,NA
ALL D1700 A_Wet - VER D1700 B_Dry,0.04047760576302033,NA,1051,NA,NA
ALL D1700 A_Wet - ALL E2200 B_Dry,-0.01756315486711629,NA,1051,NA,NA
ALL D1700 A_Wet - ANT E2200 B_Dry,-0.05618851174520973,NA,1051,NA,NA
ALL D1700 A_Wet - CN1 E2200 B_Dry,-0.08763609038271959,NA,1051,NA,NA
ALL D1700 A_Wet - VER E2200 B_Dry,-0.10665462672276971,NA,1051,NA,NA
ALL D1700 A_Wet - ALL F2700 B_Dry,0.03124114888236112,NA,1051,NA,NA
ALL D1700 A_Wet - ANT F2700 B_Dry,-0.05787544977928775,NA,1051,NA,NA
ALL D1700 A_Wet - CN1 F2700 B_Dry,-0.020207230274707715,NA,1051,NA,NA
ALL D1700 A_Wet - VER F2700 B_Dry,0.02340832553087841,NA,1051,NA,NA
ALL D1700 A_Wet - ALL G3200 B_Dry,0.23062577285363886,NA,1051,NA,NA
ALL D1700 A_Wet - ANT G3200 B_Dry,-0.8105384664015968,NA,1051,NA,NA
ALL D1700 A_Wet - CN1 G3200 B_Dry,-0.15829905121058274,NA,1051,NA,NA
ALL D1700 A_Wet - VER G3200 B_Dry,-0.12640603527876584,NA,1051,NA,NA
ALL D1700 A_Wet - ALL H3700 B_Dry,0.21237334799357857,NA,1051,NA,NA
ALL D1700 A_Wet - ANT H3700 B_Dry,-0.8287908912616571,NA,1051,NA,NA
ALL D1700 A_Wet - CN1 H3700 B_Dry,-0.1993136334429062,NA,1051,NA,NA
ALL D1700 A_Wet - VER H3700 B_Dry,-0.12669155020696712,NA,1051,NA,NA
ANT D1700 A_Wet - CN1 D1700 A_Wet,-0.01692473948377212,NA,1051,NA,NA
ANT D1700 A_Wet - VER D1700 A_Wet,0.03982091746152568,NA,1051,NA,NA
ANT D1700 A_Wet - ALL E2200 A_Wet,0.030288396011955952,NA,1051,NA,NA
ANT D1700 A_Wet - ANT E2200 A_Wet,-0.008336960866137489,NA,1051,NA,NA
ANT D1700 A_Wet - CN1 E2200 A_Wet,-0.039784539503647354,NA,1051,NA,NA
ANT D1700 A_Wet - VER E2200 A_Wet,-0.05880307584369747,NA,1051,NA,NA
ANT D1700 A_Wet - ALL F2700 A_Wet,0.03944207227141521,NA,1051,NA,NA
ANT D1700 A_Wet - ANT F2700 A_Wet,-0.04967452639023366,NA,1051,NA,NA
ANT D1700 A_Wet - CN1 F2700 A_Wet,-0.012006306885653626,NA,1051,NA,NA
ANT D1700 A_Wet - VER F2700 A_Wet,0.0316092489199325,NA,1051,NA,NA
ANT D1700 A_Wet - ALL G3200 A_Wet,0.3852843385872968,NA,1051,NA,NA
ANT D1700 A_Wet - ANT G3200 A_Wet,-0.6558799006679389,NA,1051,NA,NA
ANT D1700 A_Wet - CN1 G3200 A_Wet,-0.003640485476924804,NA,1051,NA,NA
ANT D1700 A_Wet - VER G3200 A_Wet,0.028252530454892087,NA,1051,NA,NA
ANT D1700 A_Wet - ALL H3700 A_Wet,0.38048909114690854,NA,1051,NA,NA
ANT D1700 A_Wet - ANT H3700 A_Wet,-0.6606751481083272,NA,1051,NA,NA
ANT D1700 A_Wet - CN1 H3700 A_Wet,-0.031197890289576258,NA,1051,NA,NA
ANT D1700 A_Wet - VER H3700 A_Wet,0.04142419294636281,NA,1051,NA,NA
ANT D1700 A_Wet - ALL A200 B_Dry,0.07521269307024869,NA,1051,NA,NA
ANT D1700 A_Wet - ANT A200 B_Dry,0.03404845381501302,NA,1051,NA,NA
ANT D1700 A_Wet - CN1 A200 B_Dry,0.00939538478290139,NA,1051,NA,NA
ANT D1700 A_Wet - VER A200 B_Dry,0.08112001121137552,NA,1051,NA,NA
ANT D1700 A_Wet - ALL B700 B_Dry,0.05577828332759538,NA,1051,NA,NA
ANT D1700 A_Wet - ANT B700 B_Dry,0.02457975756039533,NA,1051,NA,NA
ANT D1700 A_Wet - CN1 B700 B_Dry,0.03035643231919464,NA,1051,NA,NA
ANT D1700 A_Wet - VER B700 B_Dry,0.06880595288362652,NA,1051,NA,NA
ANT D1700 A_Wet - ALL C1200 B_Dry,0.062665052298091245,NA,1051,NA,NA
ANT D1700 A_Wet - ANT C1200 B_Dry,-0.025485520912839666,NA,1051,NA,NA
ANT D1700 A_Wet - CN1 C1200 B_Dry,-0.002564306943171133,NA,1051,NA,NA
ANT D1700 A_Wet - VER C1200 B_Dry,0.056064075097091236,NA,1051,NA,NA
ANT D1700 A_Wet - ALL D1700 B_Dry,0.05336918274445431,NA,1051,NA,NA
ANT D1700 A_Wet - ANT D1700 B_Dry,0.027012935522974478,NA,1051,NA,NA
ANT D1700 A_Wet - CN1 D1700 B_Dry,0.010088196039202357,NA,1051,NA,NA
ANT D1700 A_Wet - VER D1700 B_Dry,0.06683385298450016,NA,1051,NA,NA
ANT D1700 A_Wet - ALL E2200 B_Dry,0.008793092354363544,NA,1051,NA,NA
ANT D1700 A_Wet - ANT E2200 B_Dry,-0.029832264523729897,NA,1051,NA,NA
ANT D1700 A_Wet - CN1 E2200 B_Dry,-0.061279843161239765,NA,1051,NA,NA
ANT D1700 A_Wet - VER E2200 B_Dry,-0.08029837950128987,NA,1051,NA,NA
ANT D1700 A_Wet - ALL F2700 B_Dry,0.05759739610384096,NA,1051,NA,NA
ANT D1700 A_Wet - ANT F2700 B_Dry,-0.031519202557807914,NA,1051,NA,NA
ANT D1700 A_Wet - CN1 F2700 B_Dry,0.0061490169467721175,NA,1051,NA,NA
ANT D1700 A_Wet - VER F2700 B_Dry,0.049764572752358245,NA,1051,NA,NA
ANT D1700 A_Wet - ALL G3200 B_Dry,0.2569820200751187,NA,1051,NA,NA
ANT D1700 A_Wet - ANT G3200 B_Dry,-0.784182219180117,NA,1051,NA,NA
ANT D1700 A_Wet - CN1 G3200 B_Dry,-0.1319428039891029,NA,1051,NA,NA
ANT D1700 A_Wet - VER G3200 B_Dry,-0.10004978805728601,NA,1051,NA,NA
ANT D1700 A_Wet - ALL H3700 B_Dry,0.2387295952150584,NA,1051,NA,NA
ANT D1700 A_Wet - ANT H3700 B_Dry,-0.8024346440401773,NA,1051,NA,NA
ANT D1700 A_Wet - CN1 H3700 B_Dry,-0.17295738622142637,NA,1051,NA,NA
ANT D1700 A_Wet - VER H3700 B_Dry,-0.10033530298548729,NA,1051,NA,NA
CN1 D1700 A_Wet - VER D1700 A_Wet,0.056745656945297804,NA,1051,NA,NA
CN1 D1700 A_Wet - ALL E2200 A_Wet,0.04721313549572807,NA,1051,NA,NA
CN1 D1700 A_Wet - ANT E2200 A_Wet,0.008587778617634632,NA,1051,NA,NA
CN1 D1700 A_Wet - CN1 E2200 A_Wet,-0.022859800019875236,NA,1051,NA,NA
CN1 D1700 A_Wet - VER E2200 A_Wet,-0.04187833635992535,NA,1051,NA,NA
CN1 D1700 A_Wet - ALL F2700 A_Wet,0.05636681175518733,NA,1051,NA,NA
CN1 D1700 A_Wet - ANT F2700 A_Wet,-0.03274978690646154,NA,1051,NA,NA
CN1 D1700 A_Wet - CN1 F2700 A_Wet,0.004918432598118494,NA,1051,NA,NA
CN1 D1700 A_Wet - VER F2700 A_Wet,0.04853398840370462,NA,1051,NA,NA
CN1 D1700 A_Wet - ALL G3200 A_Wet,0.4022090780710689,NA,1051,NA,NA
CN1 D1700 A_Wet - ANT G3200 A_Wet,-0.6389551611841667,NA,1051,NA,NA
CN1 D1700 A_Wet - CN1 G3200 A_Wet,0.013284254006847317,NA,1051,NA,NA
CN1 D1700 A_Wet - VER G3200 A_Wet,0.04517726993866421,NA,1051,NA,NA
CN1 D1700 A_Wet - ALL H3700 A_Wet,0.39741383063068064,NA,1051,NA,NA
CN1 D1700 A_Wet - ANT H3700 A_Wet,-0.643750408624555,NA,1051,NA,NA
CN1 D1700 A_Wet - CN1 H3700 A_Wet,-0.014273150805804137,NA,1051,NA,NA
CN1 D1700 A_Wet - VER H3700 A_Wet,0.058348932430134934,NA,1051,NA,NA
CN1 D1700 A_Wet - ALL A200 B_Dry,0.09213743255402082,NA,1051,NA,NA
CN1 D1700 A_Wet - ANT A200 B_Dry,0.05097319329878514,NA,1051,NA,NA
CN1 D1700 A_Wet - CN1 A200 B_Dry,0.02632012426667351,NA,1051,NA,NA
CN1 D1700 A_Wet - VER A200 B_Dry,0.09804475069514763,NA,1051,NA,NA
CN1 D1700 A_Wet - ALL B700 B_Dry,0.07270302281136751,NA,1051,NA,NA
CN1 D1700 A_Wet - ANT B700 B_Dry,0.04150449704416745,NA,1051,NA,NA
CN1 D1700 A_Wet - CN1 B700 B_Dry,0.04728117180296676,NA,1051,NA,NA
CN1 D1700 A_Wet - VER B700 B_Dry,0.08573069236739864,NA,1051,NA,NA
CN1 D1700 A_Wet - ALL C1200 B_Dry,0.07958979178186336,NA,1051,NA,NA
CN1 D1700 A_Wet - ANT C1200 B_Dry,-0.008560781429067545,NA,1051,NA,NA
CN1 D1700 A_Wet - CN1 C1200 B_Dry,0.014360432540600987,NA,1051,NA,NA
CN1 D1700 A_Wet - VER C1200 B_Dry,0.07298881458086336,NA,1051,NA,NA
CN1 D1700 A_Wet - ALL D1700 B_Dry,0.07029392222822643,NA,1051,NA,NA
CN1 D1700 A_Wet - ANT D1700 B_Dry,0.0439376750067466,NA,1051,NA,NA
CN1 D1700 A_Wet - CN1 D1700 B_Dry,0.027012935522974478,NA,1051,NA,NA
CN1 D1700 A_Wet - VER D1700 B_Dry,0.08375859246827229,NA,1051,NA,NA
CN1 D1700 A_Wet - ALL E2200 B_Dry,0.025717831838135665,NA,1051,NA,NA
CN1 D1700 A_Wet - ANT E2200 B_Dry,-0.012907525039957774,NA,1051,NA,NA
CN1 D1700 A_Wet - CN1 E2200 B_Dry,-0.044355103677467644,NA,1051,NA,NA
CN1 D1700 A_Wet - VER E2200 B_Dry,-0.06337364001751776,NA,1051,NA,NA
CN1 D1700 A_Wet - ALL F2700 B_Dry,0.07452213558761307,NA,1051,NA,NA
CN1 D1700 A_Wet - ANT F2700 B_Dry,-0.014594463074035797,NA,1051,NA,NA
CN1 D1700 A_Wet - CN1 F2700 B_Dry,0.02307375643054424,NA,1051,NA,NA
CN1 D1700 A_Wet - VER F2700 B_Dry,0.06668931223613037,NA,1051,NA,NA
CN1 D1700 A_Wet - ALL G3200 B_Dry,0.2739067595588908,NA,1051,NA,NA
CN1 D1700 A_Wet - ANT G3200 B_Dry,-0.7672574796963448,NA,1051,NA,NA
CN1 D1700 A_Wet - CN1 G3200 B_Dry,-0.11501806450533078,NA,1051,NA,NA
CN1 D1700 A_Wet - VER G3200 B_Dry,-0.0831250485735139,NA,1051,NA,NA
CN1 D1700 A_Wet - ALL H3700 B_Dry,0.25565433469883053,NA,1051,NA,NA
CN1 D1700 A_Wet - ANT H3700 B_Dry,-0.7855099045564051,NA,1051,NA,NA
CN1 D1700 A_Wet - CN1 H3700 B_Dry,-0.15603264673765424,NA,1051,NA,NA
CN1 D1700 A_Wet - VER H3700 B_Dry,-0.08341056350171518,NA,1051,NA,NA
VER D1700 A_Wet - ALL E2200 A_Wet,-0.00953252144956973,NA,1051,NA,NA
VER D1700 A_Wet - ANT E2200 A_Wet,-0.04815787832766317,NA,1051,NA,NA
VER D1700 A_Wet - CN1 E2200 A_Wet,-0.07960545696517304,NA,1051,NA,NA
VER D1700 A_Wet - VER E2200 A_Wet,-0.09862399330522315,NA,1051,NA,NA
VER D1700 A_Wet - ALL F2700 A_Wet,-3.788451901104717e-4,NA,1051,NA,NA
VER D1700 A_Wet - ANT F2700 A_Wet,-0.08949544385175934,NA,1051,NA,NA
VER D1700 A_Wet - CN1 F2700 A_Wet,-0.05182722434717931,NA,1051,NA,NA
VER D1700 A_Wet - VER F2700 A_Wet,-0.008211668541593184,NA,1051,NA,NA
VER D1700 A_Wet - ALL G3200 A_Wet,0.3454634211257711,NA,1051,NA,NA
VER D1700 A_Wet - ANT G3200 A_Wet,-0.6957008181294646,NA,1051,NA,NA
VER D1700 A_Wet - CN1 G3200 A_Wet,-0.04346140293845049,NA,1051,NA,NA
VER D1700 A_Wet - VER G3200 A_Wet,-0.011568387006633596,NA,1051,NA,NA
VER D1700 A_Wet - ALL H3700 A_Wet,0.3406681736853828,NA,1051,NA,NA
VER D1700 A_Wet - ANT H3700 A_Wet,-0.7004960655698529,NA,1051,NA,NA
VER D1700 A_Wet - CN1 H3700 A_Wet,-0.07101880775110195,NA,1051,NA,NA
VER D1700 A_Wet - VER H3700 A_Wet,0.00160327548483713,NA,1051,NA,NA
VER D1700 A_Wet - ALL A200 B_Dry,0.03539177560872301,NA,1051,NA,NA
VER D1700 A_Wet - ANT A200 B_Dry,-0.005772463646512661,NA,1051,NA,NA
VER D1700 A_Wet - CN1 A200 B_Dry,-0.030425532678624294,NA,1051,NA,NA
VER D1700 A_Wet - VER A200 B_Dry,0.04129909374984983,NA,1051,NA,NA
VER D1700 A_Wet - ALL B700 B_Dry,0.015957365866069696,NA,1051,NA,NA
VER D1700 A_Wet - ANT B700 B_Dry,-0.015241159901130353,NA,1051,NA,NA
VER D1700 A_Wet - CN1 B700 B_Dry,-0.009464485142331044,NA,1051,NA,NA
VER D1700 A_Wet - VER B700 B_Dry,0.028985035422100836,NA,1051,NA,NA
VER D1700 A_Wet - ALL C1200 B_Dry,0.02284413483656556,NA,1051,NA,NA
VER D1700 A_Wet - ANT C1200 B_Dry,-0.06530643837436535,NA,1051,NA,NA
VER D1700 A_Wet - CN1 C1200 B_Dry,-0.04238522440469682,NA,1051,NA,NA
VER D1700 A_Wet - VER C1200 B_Dry,0.016243157635565553,NA,1051,NA,NA
VER D1700 A_Wet - ALL D1700 B_Dry,0.013548265282928629,NA,1051,NA,NA
VER D1700 A_Wet - ANT D1700 B_Dry,-0.012807981938551205,NA,1051,NA,NA
VER D1700 A_Wet - CN1 D1700 B_Dry,-0.029732721422323326,NA,1051,NA,NA
VER D1700 A_Wet - VER D1700 B_Dry,0.027012935522974478,NA,1051,NA,NA
VER D1700 A_Wet - ALL E2200 B_Dry,-0.03102782510716214,NA,1051,NA,NA
VER D1700 A_Wet - ANT E2200 B_Dry,-0.06965318198525558,NA,1051,NA,NA
VER D1700 A_Wet - CN1 E2200 B_Dry,-0.10110076062276545,NA,1051,NA,NA
VER D1700 A_Wet - VER E2200 B_Dry,-0.12011929696281556,NA,1051,NA,NA
VER D1700 A_Wet - ALL F2700 B_Dry,0.017776478642315272,NA,1051,NA,NA
VER D1700 A_Wet - ANT F2700 B_Dry,-0.0713401200193336,NA,1051,NA,NA
VER D1700 A_Wet - CN1 F2700 B_Dry,-0.033671900514753564,NA,1051,NA,NA
VER D1700 A_Wet - VER F2700 B_Dry,0.00994365529083256,NA,1051,NA,NA
VER D1700 A_Wet - ALL G3200 B_Dry,0.217161102613593,NA,1051,NA,NA
VER D1700 A_Wet - ANT G3200 B_Dry,-0.8240031366416427,NA,1051,NA,NA
VER D1700 A_Wet - CN1 G3200 B_Dry,-0.1717637214506286,NA,1051,NA,NA
VER D1700 A_Wet - VER G3200 B_Dry,-0.1398707055188117,NA,1051,NA,NA
VER D1700 A_Wet - ALL H3700 B_Dry,0.19890867775353271,NA,1051,NA,NA
VER D1700 A_Wet - ANT H3700 B_Dry,-0.842255561501703,NA,1051,NA,NA
VER D1700 A_Wet - CN1 H3700 B_Dry,-0.21277830368295206,NA,1051,NA,NA
VER D1700 A_Wet - VER H3700 B_Dry,-0.14015622044701298,NA,1051,NA,NA
ALL E2200 A_Wet - ANT E2200 A_Wet,-0.03862535687809344,NA,1051,NA,NA
ALL E2200 A_Wet - CN1 E2200 A_Wet,-0.07007293551560331,NA,1051,NA,NA
